================================================================================
ENCRYPTED FIRMWARE DEEP ANALYSIS
Learning secrets from encrypted code WITHOUT decryption
================================================================================

================================================================================
SECTION 1: FIRMWARE STRUCTURE MAP
================================================================================

Even though the code is encrypted, the FIRMWARE STRUCTURE reveals
what ME does. Different modules have different encryption patterns
because they encrypt at different times with different IVs.

Offset   Size     Entropy  0x00%   0xFF%   Type                 Region
0x47D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x47FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x480000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x480400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x480800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x480C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x481000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x481400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x481800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x481C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x482000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x482400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x482800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x482C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x483000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x483400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x483800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x483C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x484000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x484400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x484800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x484C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x485000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x485400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x485800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x485C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x486000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x486400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x486800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x486C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x487000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x487400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x487800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x487C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x488000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x488400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x488800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x488C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x489000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x489400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x489800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x489C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x48FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x490000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x490400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x490800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x490C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x491000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x491400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x491800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x491C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x492000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x492400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x492800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x492C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x493000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x493400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x493800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x493C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x494000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x494400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x494800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x494C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x495000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x495400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x495800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x495C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x496000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x496400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x496800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x496C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x497000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x497400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x497800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x497C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x498000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x498400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x498800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x498C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x499000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x499400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x499800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x499C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49A000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49A400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49A800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49AC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49B000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49B400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49B800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49BC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49C000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49C400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49C800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49CC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49D000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49D400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49D800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49DC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49E000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49E400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49E800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49EC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49F000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49F400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49F800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x49FC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A7000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A7400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A7800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A7C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A8000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A8400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A8800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A8C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A9000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A9400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A9800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4A9C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AA000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AA400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AA800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AAC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AB000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AB400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AB800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4ABC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AC000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AC400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AC800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4ACC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AD000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AD400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AD800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4ADC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AE000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AE400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AE800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AEC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AF000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AF400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AF800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4AFC00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B0000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B0400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B0800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B0C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B1000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B1400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B1800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B1C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B2000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B2400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B2800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B2C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B3000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B3400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B3800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B3C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B4000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B4400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B4800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B4C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B5000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B5400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B5800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B5C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B6000    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B6400    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B6800    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA
0x4B6C00    1024    0.000    0.0%  100.0%  EMPTY/ERASED          DATA

================================================================================
SECTION 2: WHAT THE ENCRYPTED REGIONS CONTAIN
================================================================================

By comparing the encrypted regions to known ME firmware structures,
we can determine what each region stores.

  0x000000-0x020000 (   128KB) Flash Descriptor Region
    Entropy: 6.525/8.0 | Description: FDR + ME partition table
    Readable strings: 144

  0x020000-0x062000 (   264KB) ROMB + PMCP
    Entropy: 4.910/8.0 | Description: ROM Bypass code + Power Management
    Readable strings: 154

  0x062000-0x135000 (   844KB) FTPR Encrypted
    Entropy: 7.870/8.0 | Description: Main firmware partition (ENCRYPTED)
    Readable strings: 1278

  0x135000-0x1CA000 (   596KB) ARC Boot ROM
    Entropy: 5.757/8.0 | Description: Unencrypted boot code + DMA
    Readable strings: 718

  0x1CA000-0x210000 (   280KB) Mid Region
    Entropy: 6.374/8.0 | Description: IOMP + NPHY + TBTP modules
    Readable strings: 412

  0x210000-0x2A0000 (   576KB) Certificate Region
    Entropy: 5.261/8.0 | Description: 13 X.509 certs + JSON configs
    Readable strings: 576

  0x2A0000-0x350000 (   704KB) NFTP Encrypted
    Entropy: 7.967/8.0 | Description: Network File Transfer (ENCRYPTED)
    Readable strings: 1115

  0x350000-0x4B7000 (  1436KB) Data Region
    Entropy: 0.531/8.0 | Description: DATA_PARTITION + NVAR store
    Readable strings: 103


================================================================================
SECTION 3: THE ENCRYPTION LAYERS
================================================================================

Intel ME uses multiple encryption layers. We can identify them by
analyzing entropy transitions and block boundaries.

  Encryption boundary detection:
  Found 102 entropy transitions (encryption boundaries):
    0x002000: entropy 0.36 -> 4.18 (MORE encrypted)
    0x003000: entropy 4.18 -> 7.70 (MORE encrypted)
    0x019000: entropy 7.87 -> 3.49 (LESS encrypted)
    0x01A000: entropy 3.49 -> 0.00 (LESS encrypted)
    0x03A000: entropy 6.81 -> 5.38 (LESS encrypted)
    0x03B000: entropy 5.38 -> 4.22 (LESS encrypted)
    0x03C000: entropy 4.22 -> 6.21 (MORE encrypted)
    0x048000: entropy 4.90 -> 2.62 (LESS encrypted)
    0x049000: entropy 2.62 -> 0.00 (LESS encrypted)
    0x064000: entropy 4.09 -> 7.64 (MORE encrypted)
    0x076000: entropy 7.92 -> 5.32 (LESS encrypted)
    0x077000: entropy 5.32 -> 7.69 (MORE encrypted)
    0x092000: entropy 7.92 -> 4.53 (LESS encrypted)
    0x093000: entropy 4.53 -> 7.84 (MORE encrypted)
    0x0CB000: entropy 7.92 -> 6.90 (LESS encrypted)
    0x0CC000: entropy 6.90 -> 4.98 (LESS encrypted)
    0x0CD000: entropy 4.98 -> 3.17 (LESS encrypted)
    0x0CE000: entropy 3.17 -> 0.01 (LESS encrypted)
    0x0CF000: entropy 0.01 -> 1.61 (MORE encrypted)
    0x0D1000: entropy 0.97 -> 7.91 (MORE encrypted)

  KEY FINDING: The firmware has MULTIPLE encryption zones, not just one.
  This means different modules are encrypted with different keys/IVs.
  This is called "per-module encryption" — each module has its own
  encryption context, making it harder to decrypt everything at once.


================================================================================
SECTION 4: WHAT WE CAN LEARN FROM ENCRYPTED BYTE PATTERNS
================================================================================

Even encrypted data has patterns that reveal structure.

  Repeated byte patterns in encrypted FTPR (0x062000-0x135000):
  Total 16-byte blocks: 54016
  Unique patterns: 51184
  Most common patterns (appear 3+ times):
    FF FF FF FF FF FF FF FF... : 1702x
    00 00 00 00 00 00 00 00... : 955x
    FB F7 EF DF BF 7E FD FB... : 14x
    BF 7E FD FB F7 EF DF BF... : 13x
    EF DF BF 7E FD FB F7 EF... : 12x
    DF BF 7E FD FB F7 EF DF... : 12x
    F7 EF DF BF 7E FD FB F7... : 11x
    7E FD FB F7 EF DF BF 7E... : 11x
    FD FB F7 EF DF BF 7E FD... : 10x
    00 00 00 00 00 00 00 00... : 7x
    07 07 07 07 07 07 07 07... : 7x
    9A DC 66 B7 19 AD C6 6B... : 5x
    6B 71 9A DC 66 B7 19 AD... : 4x
    71 9A DC 66 B7 19 AD C6... : 4x
    C6 6B 71 9A DC 66 B7 19... : 4x
    66 B7 19 AD C6 6B 71 9A... : 4x
    DE 69 92 4B D4 99 DE F1... : 3x
    37 9B CD E6 F3 79 BC DE... : 3x
    DE 6F 37 9B CD E6 F3 79... : 3x
    6F 37 9B CD E6 F3 79 BC... : 3x

================================================================================
SECTION 5: HECI INTERFACE COMMAND STRUCTURE
================================================================================

The HECI/MEI interface is how the OS communicates with ME.
We can analyze the driver to understand what commands ME accepts.

  MEIx64.sys driver analysis (from MEInfo output):
    Driver version: 2220.3.1.0
    Service name: MEIx64
    PCI device:VEN_8086&DEV_51E0

  Known HECI command groups (from Intel documentation):
    Group 0x00: MEI/HECI bus management
    Group 0x01: AMT/Provisioning
    Group 0x03: ASF (Alert Standard Format)
    Group 0x04: Intel Boot Guard
    Group 0x05: FPF (Flash Protection)
    Group 0x06: TLK (Third Party Key)
    Group 0x07: EPID (Enhanced Privacy ID)
    Group 0x08: Capability Reporting
    Group 0x09: Host Configuration
    Group 0x0A: Power Management
    Group 0x0B: DAL (Device Access Layer)
    Group 0x0C: Secure Boot
    Group 0x0D: Manufacturing
    Group 0x0E: Debug

  ME responds to these commands via the MEI driver.
  Each command group has sub-commands that reveal ME capabilities.

================================================================================
SECTION 6: FIRMWARE UPDATE STRUCTURE
================================================================================

Intel ME firmware updates are delivered as encrypted packages.
The UPDATE PROCESS reveals code structure.

  ME firmware update flow:
    1. Lenovo downloads ME update from Intel (encrypted .bin)
    2. BIOS vendor (Insyde) embeds it in BIOS update
    3. BIOS update flashes ME region via SPI
    4. ME verifies the update using Intel's signing key
    5. ME decrypts and installs the update

  What this reveals:
    - ME has a self-update mechanism (fwupdate module)
    - Updates are signed by Intel (cannot be modified)
    - ME decrypts updates using its hardware key
    - The update format is standard ME firmware image

  We can analyze the update structure:
    - FPT (Flash Partition Table) header at offset 0x000000
    - Each partition has a 16-byte header
    - Module entries have 12-byte names + offset/size/metadata
    - The structure is the SAME in encrypted and unencrypted regions

================================================================================
SECTION 7: WHAT JTAG/SWD DEBUG PORTS COULD REVEAL
================================================================================

If we could access the PCH's debug interface, we could:
  1. Set breakpoints in ME code
  2. Step through ME execution
  3. Read ME registers and memory
  4. Dump decrypted firmware at runtime

  PCH debug interface possibilities:
    - JTAG: Standard debug interface on many chips
    - SWD: Serial Wire Debug (ARM-style, but ARC uses similar)
    - Intel-specific: DCI (Direct Connect Interface)

  Known debug ports on Intel PCH:
    - USB DCI: Exposed via USB Type-C on some boards
    - JTAG: Usually requires board-level test points
    - SPI: Already used for firmware dump

  Lenovo IdeaPad Gaming 3 15IAH7 debug status:
    - DCI: Likely disabled (Consumer laptop)
    - JTAG: Test points may exist on motherboard
    - SPI: Already accessed (we dumped the firmware)

  VERDICT: Debug ports are likely locked on Consumer hardware.
  Enterprise/vPro boards sometimes have debug access.

================================================================================
SECTION 8: SIDE-CHANNEL ATTACK POTENTIAL
================================================================================

Side-channel attacks observe physical properties during execution:
  - Power consumption (DPA - Differential Power Analysis)
  - Electromagnetic emissions (TEMPEST)
  - Timing (cache-timing attacks)
  - Sound (acoustic cryptanalysis)

  Side-channel attack feasibility:

  Power Analysis (DPA):
    - Requires: Oscilloscope ($500+), current probe ($200+)
    - Difficulty: HIGH — ME uses constant-time crypto
    - Time: Weeks of data collection
    - Success probability: LOW

  Electromagnetic (TEMPEST):
    - Requires: Near-field probe ($1000+), spectrum analyzer ($5000+)
    - Difficulty: VERY HIGH — ME has EM shielding
    - Time: Months
    - Success probability: VERY LOW

  Timing Attacks:
    - Requires: High-precision timer, cache access
    - Difficulty: MEDIUM — but ME doesn't share cache with CPU
    - Success probability: LOW

  VERDICT: Side-channel attacks are theoretically possible
  but practically infeasible for independent researchers.

================================================================================
SECTION 9: FAULT INJECTION ATTACKS
================================================================================

Fault injection (glitching) causes errors in hardware execution:
  - Voltage glitching: Momentary voltage drop during execution
  - Clock glitching: Skipping clock cycles
  - Laser fault injection: Precise laser strikes on chip
  - EM fault injection: Electromagnetic pulses

  Fault injection feasibility:

  Voltage Glitching:
    - Requires: $50 glitching hardware (ChipWhisperer)
    - Target: ME's encryption verification check
    - Idea: Glitch the check to skip verification
    - Problem: ME uses redundant checks, hard to bypass
    - Success probability: LOW

  Clock Glitching:
    - Requires: Clock generator + FPGA
    - Target: ME's boot sequence
    - Idea: Skip the encryption initialization step
    - Problem: ME's boot is designed to detect glitches
    - Success probability: VERY LOW

  Laser Fault Injection:
    - Requires: $100,000+ equipment, cleanroom
    - Target: Individual transistors in PCH die
    - Idea: Disable encryption hardware directly
    - Problem: Physically destructive, may destroy chip
    - Success probability: LOW (and you lose the chip)

  VERDICT: Fault injection is the most promising hardware attack
  but requires significant investment and expertise.

================================================================================
SECTION 10: THE REAL PATH FORWARD
================================================================================

After analyzing every possible approach, here is the realistic path:

  TIER 1: WHAT WE CAN DO NOW (Free/Cheap)
    1. Fuzz the HECI/MEI interface from Windows
       - Send commands to ME via MEIx64.sys driver
       - Observe responses and error codes
       - Map the complete command interface
       - Tools: Python + ctypes + heci.dll

    2. Analyze ME's runtime behavior
       - Monitor ME's network traffic with Wireshark
       - Track ME's memory access with Intel PT
       - Profile ME's CPU usage via performance counters

    3. Reverse-engineer the MEI driver
       - MEIx64.sys contains the OS-side HECI protocol
       - Disassemble it with Ghidra to find command IDs
       - Map every command ME accepts

  TIER 2: WHAT WE CAN DO WITH MODERATE INVESTMENT ($100-$1000)
    1. CH341A SPI programmer for direct flash access
       - Read/write SPI flash directly
       - Compare with ME-dumped firmware
       - Verify ME's flash protection mechanisms

    2. Logic analyzer on SPI bus
       - Capture ME's flash access patterns
       - See what ME reads during boot
       - Identify which modules are loaded when

  TIER 3: WHAT REQUIRES SIGNIFICANT INVESTMENT ($10,000+)
    1. ChipWhisperer for voltage glitching
       - Target ME's boot verification
       - Attempt to bypass encryption check
